Tree Level,Tree Path,Id,Abbreviation,Description
6,31048363.31049043.31049914.31049999.31050008,31050008,"Exercise and simulation, training","Exercise and simulation, training"
7,31048363.31049043.31049914.31049999.31050008.31050009,31050009,Training and exercises,Training and exercises
7,31048363.31049043.31049914.31049999.31050008.31050010,31050010,"Detection, identification and authentication","Detection, identification and authentication"
6,31048363.31049043.31049914.31049999.31050011,31050011,Search and detection,Search and detection
6,31048363.31049043.31049914.31049999.31050012,31050012,Identification,Identification
7,31048363.31049043.31049914.31049999.31050012.31050013,31050013,Identy management,Identy management
7,31048363.31049043.31049914.31049999.31050012.31050014,31050014,Positioning and localization,Positioning and localization
6,31048363.31049043.31049914.31049999.31050015,31050015,Situation awareness & assessment (surveillance),Situation awareness & assessment (surveillance)
7,31048363.31049043.31049914.31049999.31050015.31050016,31050016,Localization,Localization
7,31048363.31049043.31049914.31049999.31050015.31050017,31050017,Surveillance,Surveillance
7,31048363.31049043.31049914.31049999.31050015.31050018,31050018,Environmental monitoring systems,Environmental monitoring systems
6,31048363.31049043.31049914.31049999.31050019,31050019,Intelligence,Intelligence
7,31048363.31049043.31049914.31049999.31050019.31050020,31050020,Information management,Information management
6,31048363.31049043.31049914.31049999.31050021,31050021,Intervention and Neutralization,Intervention and Neutralization
7,31048363.31049043.31049914.31049999.31050021.31050022,31050022,Neutralization,Neutralization
7,31048363.31049043.31049914.31049999.31050021.31050023,31050023,Communication,Communication
6,31048363.31049043.31049914.31049999.31050024,31050024,Interoperable secured communications (Security sys,Interoperable secured communications (Security systems architecture)
7,31048363.31049043.31049914.31049999.31050024.31050025,31050025,Command and Control,Command and Control
6,31048363.31049043.31049914.31049999.31050026,31050026,Crisis Operations / Management - C3I,Crisis Operations / Management - C3I
7,31048363.31049043.31049914.31049999.31050026.31050027,31050027,Population warning systems,Population warning systems
7,31048363.31049043.31049914.31049999.31050026.31050028,31050028,"Optimisation, Planning & Decision Support systems","Optimisation, Planning & Decision Support systems"
7,31048363.31049043.31049914.31049999.31050026.31050029,31050029,Infrastructure to Support Information Management &,Infrastructure to Support Information Management & Dissemination
7,31048363.31049043.31049914.31049999.31050026.31050030,31050030,Incident Response,Incident Response
6,31048363.31049043.31049914.31049999.31050031,31050031,"Critical infrastructure, emergency systems, securi","Critical infrastructure, emergency systems, security, safety engineering"
6,31048363.31049043.31049914.31049999.31050032,31050032,Search and Rescue and evacuation,Search and Rescue and evacuation
6,31048363.31049043.31049914.31049999.31050033,31050033,Decontamination and de-pollution,Decontamination and de-pollution
6,31048363.31049043.31049914.31049999.31050034,31050034,Personnal outfit systems,Personnal outfit systems
7,31048363.31049043.31049914.31049999.31050034.31050035,31050035,Subsurface systems,Subsurface systems
7,31048363.31049043.31049914.31049999.31050034.31050036,31050036,Ground systems technology,Ground systems technology
7,31048363.31049043.31049914.31049999.31050034.31050037,31050037,Air systems technology,Air systems technology
6,31048363.31049043.31049914.31049999.31050038,31050038,Psychological and Social aspects,Psychological and Social aspects
5,31048363.31049043.31049914.31050039,31050039,Design-Manufacturing,Design-Manufacturing
6,31048363.31049043.31049914.31050039.31050040,31050040,Operating Environment Knowledge & Modelling Techno,Operating Environment Knowledge & Modelling Technology
7,31048363.31049043.31049914.31050039.31050040.31048680,31048680,Oceanography,Oceanography
7,31048363.31049043.31049914.31050039.31050040.31049849,31049849,Meteorology,Meteorology
7,31048363.31049043.31049914.31050039.31050040.31050041,31050041,Terrain science,Terrain science
7,31048363.31049043.31049914.31050039.31050040.31050042,31050042,Upper atmosphere and space environment,Upper atmosphere and space environment
7,31048363.31049043.31049914.31050039.31050040.31050043,31050043,Lower atmosphere environment,Lower atmosphere environment
7,31048363.31049043.31049914.31050039.31050040.31050044,31050044,Acoustic propagation in air and water,Acoustic propagation in air and water
7,31048363.31049043.31049914.31050039.31050040.31050045,31050045,Electromagnetic propagation in air and water,Electromagnetic propagation in air and water
7,31048363.31049043.31049914.31050039.31050040.31050046,31050046,Pollutants and chemical propoagation in atmosphere,Pollutants and chemical propoagation in atmosphere
7,31048363.31049043.31049914.31050039.31050040.31050047,31050047,Chaos theories,Chaos theories
6,31048363.31049043.31049914.31050039.31050048,31050048,Systems Engineering and Design Management,Systems Engineering and Design Management
7,31048363.31049043.31049914.31050039.31050048.31050049,31050049,Interoperability,Interoperability
7,31048363.31049043.31049914.31050039.31050048.31050050,31050050,COTS/MOTS/GOTS system based integration,COTS/MOTS/GOTS system based integration
7,31048363.31049043.31049914.31050039.31050048.31050051,31050051,Safety Verification,Safety Verification
7,31048363.31049043.31049914.31050039.31050048.31050052,31050052,Cost Engineering,Cost Engineering
7,31048363.31049043.31049914.31050039.31050048.31050053,31050053,Concurrent Engineering and Reduced Design Cycle,Concurrent Engineering and Reduced Design Cycle
7,31048363.31049043.31049914.31050039.31050048.31050054,31050054,Project Management and Control,Project Management and Control
7,31048363.31049043.31049914.31050039.31050048.31050055,31050055,Reliability and maintainability of systems,Reliability and maintainability of systems
7,31048363.31049043.31049914.31050039.31050048.31050056,31050056,Integrated systems testing & evaluation,Integrated systems testing & evaluation
6,31048363.31049043.31049914.31050039.31050057,31050057,Systems Certification and Failure Investigation,Systems Certification and Failure Investigation
7,31048363.31049043.31049914.31050039.31050057.31050058,31050058,Systems certification,Systems certification
7,31048363.31049043.31049914.31050039.31050057.31050059,31050059,Failure Investigation,Failure Investigation
6,31048363.31049043.31049914.31050039.31050060,31050060,Systems Engineering and Integrated Systems Design,Systems Engineering and Integrated Systems Design
7,31048363.31049043.31049914.31050039.31050060.31050061,31050061,Aerodynamics,Aerodynamics
7,31048363.31049043.31049914.31050039.31050060.31050062,31050062,Hydrodynamics,Hydrodynamics
7,31048363.31049043.31049914.31050039.31050060.31050063,31050063,Aeronautical Design and Systems Integration,Aeronautical Design and Systems Integration
7,31048363.31049043.31049914.31050039.31050060.31050064,31050064,Radiation and EMV Hardening,Radiation and EMV Hardening
7,31048363.31049043.31049914.31050039.31050060.31050065,31050065,Robotics / automation in operational systems,Robotics / automation in operational systems
7,31048363.31049043.31049914.31050039.31050060.31050066,31050066,Security metrics,Security metrics
7,31048363.31049043.31049914.31050039.31050060.31050067,31050067,System repair technology,System repair technology
7,31048363.31049043.31049914.31050039.31050060.31050068,31050068,Electro-magnetic compatibility,Electro-magnetic compatibility
7,31048363.31049043.31049914.31050039.31050060.31050069,31050069,Digital power,Digital power
7,31048363.31049043.31049914.31050039.31050060.31050070,31050070,In-service data capture systems,In-service data capture systems
7,31048363.31049043.31049914.31050039.31050060.31050071,31050071,Fault tolerance and reconfiguration system,Fault tolerance and reconfiguration system
7,31048363.31049043.31049914.31050039.31050060.31050072,31050072,Structural Vulnerability of systems,Structural Vulnerability of systems
7,31048363.31049043.31049914.31050039.31050060.31050073,31050073,Power management of systems,Power management of systems
7,31048363.31049043.31049914.31050039.31050060.31050074,31050074,Man Machine Interface / Man System Interface,Man Machine Interface / Man System Interface
7,31048363.31049043.31049914.31050039.31050060.31050075,31050075,Design for Improved Reliability & Maintainability,Design for Improved Reliability & Maintainability
7,31048363.31049043.31049914.31050039.31050060.31050076,31050076,Advanced Prototyping,Advanced Prototyping
7,31048363.31049043.31049914.31050039.31050060.31050077,31050077,Knowledge-based Engineering,Knowledge-based Engineering
7,31048363.31049043.31049914.31050039.31050060.31050078,31050078,Health monitoring systems,Health monitoring systems
7,31048363.31049043.31049914.31050039.31050060.31050079,31050079,Signature Control for Ground Systems,Signature Control for Ground Systems
7,31048363.31049043.31049914.31050039.31050060.31050080,31050080,Acoustic design,Acoustic design
7,31048363.31049043.31049914.31050039.31050060.31050081,31050081,Stealth design,Stealth design
7,31048363.31049043.31049914.31050039.31050060.31050082,31050082,Buildings design,Buildings design
6,31048363.31049043.31049914.31050039.31050083,31050083,Manufacturing and fabrication technology,Manufacturing and fabrication technology
7,31048363.31049043.31049914.31050039.31050083.31049125,31049125,Robotics,Robotics
7,31048363.31049043.31049914.31050039.31050083.31050084,31050084,Automation of industrial processes,Automation of industrial processes
7,31048363.31049043.31049914.31050039.31050083.31050085,31050085,Metal working and industrial production,Metal working and industrial production
7,31048363.31049043.31049914.31050039.31050083.31050086,31050086,Advanced fabrication and processing,Advanced fabrication and processing
7,31048363.31049043.31049914.31050039.31050083.31050087,31050087,Bearing,Bearing
7,31048363.31049043.31049914.31050039.31050083.31050088,31050088,Metrology,Metrology
7,31048363.31049043.31049914.31050039.31050083.31050089,31050089,Non-destructive inspection and evaluation,Non-destructive inspection and evaluation
7,31048363.31049043.31049914.31050039.31050083.31050090,31050090,Techniques and Systems for Production Manufacturin,Techniques and Systems for Production Manufacturing
7,31048363.31049043.31049914.31050039.31050083.31050091,31050091,Lean Manufacturing,Lean Manufacturing
7,31048363.31049043.31049914.31050039.31050083.31050092,31050092,Process Control Technology,Process Control Technology
7,31048363.31049043.31049914.31050039.31050083.31050093,31050093,Environmentally Friendly Factory Processes,Environmentally Friendly Factory Processes
7,31048363.31049043.31049914.31050039.31050083.31050094,31050094,Production equipment,Production equipment
7,31048363.31049043.31049914.31050039.31050083.31050095,31050095,Optical coating,Optical coating
7,31048363.31049043.31049914.31050039.31050083.31050096,31050096,Dimensional metrology,Dimensional metrology
7,31048363.31049043.31049914.31050039.31050083.31050097,31050097,Precision bearings,Precision bearings
7,31048363.31049043.31049914.31050039.31050083.31050098,31050098,Micromechanical devices,Micromechanical devices
7,31048363.31049043.31049914.31050039.31050083.31050099,31050099,"Mechanical, Thermal and Fluid-Related","Mechanical, Thermal and Fluid-Related"
6,31048363.31049043.31049914.31050039.31050100,31050100,Software design validation and maintenance,Software design validation and maintenance
7,31048363.31049043.31049914.31050039.31050100.31050101,31050101,Software quality insurance,Software quality insurance
7,31048363.31049043.31049914.31050039.31050100.31050102,31050102,Integrated Development Environment (IDE),Integrated Development Environment (IDE)
7,31048363.31049043.31049914.31050039.31050100.31050103,31050103,Computer-aided software engineering (CASE),Computer-aided software engineering (CASE)
7,31048363.31049043.31049914.31050039.31050100.31050104,31050104,Secure software engineering,Secure software engineering
7,31048363.31049043.31049914.31050039.31050100.31050105,31050105,Design Pattern,Design Pattern
7,31048363.31049043.31049914.31050039.31050100.31050106,31050106,Agile software development,Agile software development
7,31048363.31049043.31049914.31050039.31050100.31050107,31050107,Model Driven Software Development,Model Driven Software Development
7,31048363.31049043.31049914.31050039.31050100.31050108,31050108,Component-Based Software Development,Component-Based Software Development
7,31048363.31049043.31049914.31050039.31050100.31050109,31050109,Version Control System,Version Control System
7,31048363.31049043.31049914.31050039.31050100.31050110,31050110,Code reuse,Code reuse
7,31048363.31049043.31049914.31050039.31050100.31050111,31050111,Debugging tool,Debugging tool
7,31048363.31049043.31049914.31050039.31050100.31050112,31050112,Software testing processes and tools,Software testing processes and tools
6,31048363.31049043.31049914.31050039.31050113,31050113,Simulation and design tools,Simulation and design tools
7,31048363.31049043.31049914.31050039.31050113.31050114,31050114,Sensor simulation,Sensor simulation
7,31048363.31049043.31049914.31050039.31050113.31050115,31050115,Network centric simulation,Network centric simulation
7,31048363.31049043.31049914.31050039.31050113.31050116,31050116,Hardware-in-the-loop-testing,Hardware-in-the-loop-testing
7,31048363.31049043.31049914.31050039.31050113.31050117,31050117,Manufacturing Process Simulation,Manufacturing Process Simulation
7,31048363.31049043.31049914.31050039.31050113.31050118,31050118,Computer aided design,Computer aided design
7,31048363.31049043.31049914.31050039.31050113.31050119,31050119,Computer aided manufacturing,Computer aided manufacturing
7,31048363.31049043.31049914.31050039.31050113.31050120,31050120,Vehicle Design and Synthesis Tools,Vehicle Design and Synthesis Tools
7,31048363.31049043.31049914.31050039.31050113.31050121,31050121,Digital vehicle,Digital vehicle
7,31048363.31049043.31049914.31050039.31050113.31050122,31050122,Virtual reality centre (digital makeup of an archi,"Virtual reality centre (digital makeup of an architecture network, etc.)"
6,31048363.31049043.31049914.31050039.31050123,31050123,Installations and Facilities,Installations and Facilities
7,31048363.31049043.31049914.31050039.31050123.31049836,31049836,Ground stations,Ground stations
7,31048363.31049043.31049914.31050039.31050123.31050124,31050124,Site engineering,Site engineering
7,31048363.31049043.31049914.31050039.31050123.31050125,31050125,Site sanitizing,Site sanitizing
7,31048363.31049043.31049914.31050039.31050123.31050126,31050126,Wind tunnels,Wind tunnels
7,31048363.31049043.31049914.31050039.31050123.31050127,31050127,Hydrodynamic test facilities,Hydrodynamic test facilities
6,31048363.31049043.31049914.31050039.31050128,31050128,Ergonomic and Human factors,Ergonomic and Human factors
7,31048363.31049043.31049914.31050039.31050128.31050129,31050129,"Methods, tools and processes to support the integr","Methods, tools and processes to support the integration of people in security systems"
7,31048363.31049043.31049914.31050039.31050128.31050130,31050130,Analysis of user needs and user requirements for s,Analysis of user needs and user requirements for security systems
7,31048363.31049043.31049914.31050039.31050128.31050131,31050131,Ergonomic Displays and Presentations.,Ergonomic Displays and Presentations.
7,31048363.31049043.31049914.31050039.31050128.31050132,31050132,Human factors in error-tolerant systems,Human factors in error-tolerant systems
5,31048363.31049043.31049914.31050133,31050133,Integrated platforms and systems and Human Factors,Integrated platforms and systems and Human Factors
6,31048363.31049043.31049914.31050133.31050134,31050134,Marine platforms,Marine platforms
6,31048363.31049043.31049914.31050133.31050135,31050135,Space platforms,Space platforms
6,31048363.31049043.31049914.31050133.31050136,31050136,Ground platforms,Ground platforms
6,31048363.31049043.31049914.31050133.31050137,31050137,Air platforms,Air platforms
6,31048363.31049043.31049914.31050133.31050138,31050138,Missiles platforms,Missiles platforms
6,31048363.31049043.31049914.31050133.31050139,31050139,"Simulators, Trainers","Simulators, Trainers"
6,31048363.31049043.31049914.31050133.31050140,31050140,Deterrence systems,Deterrence systems
6,31048363.31049043.31049914.31050133.31050141,31050141,Identity management systems,Identity management systems
6,31048363.31049043.31049914.31050133.31050142,31050142,Integrated Surveillance Systems,Integrated Surveillance Systems
6,31048363.31049043.31049914.31050133.31050143,31050143,Stealth management : Signature Control and Signatu,Stealth management : Signature Control and Signature Reduction
6,31048363.31049043.31049914.31050133.31050144,31050144,Stealth Technologies,Stealth Technologies
6,31048363.31049043.31049914.31050133.31050145,31050145,"C2, Information and intelligence systems","C2, Information and intelligence systems"
6,31048363.31049043.31049914.31050133.31050146,31050146,Networks and information security systems,Networks and information security systems
7,31048363.31049043.31049914.31050133.31050146.31053801,31053801,(user-centric) privacy preservation,(user-centric) privacy preservation
7,31048363.31049043.31049914.31050133.31050146.31053802,31053802,Anonymity,Anonymity
7,31048363.31049043.31049914.31050133.31050146.31053803,31053803,Digital identity,Digital identity
6,31048363.31049043.31049914.31050133.31050147,31050147,Communication Systems,Communication Systems
6,31048363.31049043.31049914.31050133.31050148,31050148,Human Factors Services to Security,Human Factors Services to Security
6,31048363.31049043.31049914.31050133.31050149,31050149,Equipped Personnel,Equipped Personnel
6,31048363.31049043.31049914.31050133.31050150,31050150,Integrated systems of systems,Integrated systems of systems
5,31048363.31049043.31049914.31050151,31050151,Mission Capabilities,Mission Capabilities
6,31048363.31049043.31049914.31050151.31050152,31050152,Preserve the functionning of the State,Preserve the functionning of the State
7,31048363.31049043.31049914.31050151.31050152.31050153,31050153,Safeguard secured liaisons,Safeguard secured liaisons
7,31048363.31049043.31049914.31050151.31050152.31050154,31050154,Protection of Installations and buildings of vital,Protection of Installations and buildings of vital importance
7,31048363.31049043.31049914.31050151.31050152.31050155,31050155,Protection of Authorities,Protection of Authorities
6,31048363.31049043.31049914.31050151.31050156,31050156,Ensure Identification and control of goods and peo,Ensure Identification and control of goods and people
7,31048363.31049043.31049914.31050151.31050156.31050157,31050157,Ensure management and control of identities and ri,Ensure management and control of identities and rights
7,31048363.31049043.31049914.31050151.31050156.31050158,31050158,Control and track cross border goods and materials,Control and track cross border goods and materials
7,31048363.31049043.31049914.31050151.31050156.31050159,31050159,Control and track cross border information,Control and track cross border information
6,31048363.31049043.31049914.31050151.31050160,31050160,Ensure and Mantaining Law and Order,Ensure and Mantaining Law and Order
7,31048363.31049043.31049914.31050151.31050160.31050161,31050161,Fight against trafficking,Fight against trafficking
7,31048363.31049043.31049914.31050151.31050160.31050162,31050162,Fight against criminality,Fight against criminality
7,31048363.31049043.31049914.31050151.31050160.31050163,31050163,Fight against delinquency and insecurity,Fight against delinquency and insecurity
7,31048363.31049043.31049914.31050151.31050160.31050164,31050164,Manage intervention and neutralisation,Manage intervention and neutralisation
7,31048363.31049043.31049914.31050151.31050160.31050165,31050165,Manage judicial police operations,Manage judicial police operations
6,31048363.31049043.31049914.31050151.31050166,31050166,Ensure Economic Security,Ensure Economic Security
7,31048363.31049043.31049914.31050151.31050166.31050167,31050167,Ensure Intelligence (economic intelligence),Ensure Intelligence (economic intelligence)
7,31048363.31049043.31049914.31050151.31050166.31050168,31050168,Use appropriate instruments,Use appropriate instruments
7,31048363.31049043.31049914.31050151.31050166.31050169,31050169,Ensure continuity of economic activity,Ensure continuity of economic activity
6,31048363.31049043.31049914.31050151.31050170,31050170,Protection of citizens (goods and people),Protection of citizens (goods and people)
7,31048363.31049043.31049914.31050151.31050170.31050171,31050171,Protect each individual citizen (included protecti,Protect each individual citizen (included protecting fo material and immaterial goods)
7,31048363.31049043.31049914.31050151.31050170.31050172,31050172,Secure public area,Secure public area
7,31048363.31049043.31049914.31050151.31050170.31050173,31050173,"Rescue of people (see rescue,etc.)","Rescue of people (see rescue,etc.)"
7,31048363.31049043.31049914.31050151.31050170.31050174,31050174,Control of environment,Control of environment
7,31048363.31049043.31049914.31050151.31050170.31050175,31050175,Secure food chain and wealth products,Secure food chain and wealth products
7,31048363.31049043.31049914.31050151.31050170.31050176,31050176,Ensure collective protection (included secure publ,Ensure collective protection (included secure public area)
6,31048363.31049043.31049914.31050151.31050177,31050177,Avert and foreseen Catastrophes,Avert and foreseen Catastrophes
7,31048363.31049043.31049914.31050151.31050177.31050178,31050178,Decrease technological and industrial risks,Decrease technological and industrial risks
7,31048363.31049043.31049914.31050151.31050177.31050179,31050179,Surveillance of environment in order to alert,Surveillance of environment in order to alert
7,31048363.31049043.31049914.31050151.31050177.31050180,31050180,Ensure Epidemiological Surveillance,Ensure Epidemiological Surveillance
7,31048363.31049043.31049914.31050151.31050177.31050181,31050181,Surveillance of zones under humanitarian risk (mi,"Surveillance of zones under humanitarian risk (migratory flow, drought,etc.)"
6,31048363.31049043.31049914.31050151.31050182,31050182,Avert and prepare themselves against aggression,Avert and prepare themselves against aggression
7,31048363.31049043.31049914.31050151.31050182.31050183,31050183,Manage intelligence and surveillance actions,Manage intelligence and surveillance actions
7,31048363.31049043.31049914.31050151.31050182.31050184,31050184,Evaluation of threats and vulnerabilities,Evaluation of threats and vulnerabilities
7,31048363.31049043.31049914.31050151.31050182.31050185,31050185,Reduction of criminology qualities,Reduction of criminology qualities
7,31048363.31049043.31049914.31050151.31050182.31050186,31050186,Take protection measures (proactive and reactive o,Take protection measures (proactive and reactive ones)
7,31048363.31049043.31049914.31050151.31050182.31050187,31050187,Manage preventative operations,Manage preventative operations
7,31048363.31049043.31049914.31050151.31050182.31050188,31050188,"Surveillance of environment (control, detection CB","Surveillance of environment (control, detection CBRN, abnormal behaviours,etc.)"
7,31048363.31049043.31049914.31050151.31050182.31050189,31050189,Ensure Communication and alerts,Ensure Communication and alerts
6,31048363.31049043.31049914.31050151.31050190,31050190,Control and surveillance of areas,Control and surveillance of areas
7,31048363.31049043.31049914.31050151.31050190.31050191,31050191,Air surveillance,Air surveillance
7,31048363.31049043.31049914.31050151.31050190.31050192,31050192,Maritime surrounding areas surveillance,Maritime surrounding areas surveillance
7,31048363.31049043.31049914.31050151.31050190.31050193,31050193,Coast and boundaries surveillance,Coast and boundaries surveillance
7,31048363.31049043.31049914.31050151.31050190.31050194,31050194,Surveillance of information flows and illegal cont,Surveillance of information flows and illegal content
7,31048363.31049043.31049914.31050151.31050190.31050195,31050195,Detection and neutralisation of non authorised peo,Detection and neutralisation of non authorised people or mobiles (before crisis)
6,31048363.31049043.31049914.31050151.31050196,31050196,Protection of areas and infrastructures,Protection of areas and infrastructures
7,31048363.31049043.31049914.31050151.31050196.31050197,31050197,"Protection of partially opened sites (ports, airpo","Protection of partially opened sites (ports, airports, hospitals, etc)"
7,31048363.31049043.31049914.31050151.31050196.31050198,31050198,Protection of closed areas (sensitive installation,Protection of closed areas (sensitive installations)
7,31048363.31049043.31049914.31050151.31050196.31050199,31050199,Protection of open areas (shopping centers),Protection of open areas (shopping centers)
7,31048363.31049043.31049914.31050151.31050196.31050200,31050200,"Protection of sites where events take place (G8, c","Protection of sites where events take place (G8, concerts in open areas,etc.)"
6,31048363.31049043.31049914.31050151.31050201,31050201,Protection of networks,Protection of networks
7,31048363.31049043.31049914.31050151.31050201.31050202,31050202,Transport systems,Transport systems
7,31048363.31049043.31049914.31050151.31050201.31050203,31050203,Water and power distribution,Water and power distribution
7,31048363.31049043.31049914.31050151.31050201.31050204,31050204,Communication network,Communication network
7,31048363.31049043.31049914.31050151.31050201.31050205,31050205,Information systems,Information systems
7,31048363.31049043.31049914.31050151.31050201.31050206,31050206,Bank Systems,Bank Systems
6,31048363.31049043.31049914.31050151.31050207,31050207,"Protection of environment (before, during and afte","Protection of environment (before, during and after)"
7,31048363.31049043.31049914.31050151.31050207.31050208,31050208,Fight against pollution,Fight against pollution
7,31048363.31049043.31049914.31050151.31050207.31050209,31050209,Fight against threats to the Environment,Fight against threats to the Environment
7,31048363.31049043.31049914.31050151.31050207.31050210,31050210,Monitor the respect of agreements,Monitor the respect of agreements
6,31048363.31049043.31049914.31050151.31050211,31050211,Security of transport,Security of transport
7,31048363.31049043.31049914.31050151.31050211.31050212,31050212,Transport of dangerous materials,Transport of dangerous materials
7,31048363.31049043.31049914.31050151.31050211.31050213,31050213,Surveillance of traffic areas,Surveillance of traffic areas
7,31048363.31049043.31049914.31050151.31050211.31050214,31050214,Ensure the continuity of flows,Ensure the continuity of flows
7,31048363.31049043.31049914.31050151.31050211.31050215,31050215,Restore security of flows,Restore security of flows
6,31048363.31049043.31049914.31050151.31050216,31050216,Crisis management,Crisis management
7,31048363.31049043.31049914.31050151.31050216.31050217,31050217,Crisis management operations,Crisis management operations
7,31048363.31049043.31049914.31050151.31050216.31050218,31050218,Manage and lead complex operations,Manage and lead complex operations
7,31048363.31049043.31049914.31050151.31050216.31050219,31050219,Rescue of people,Rescue of people
7,31048363.31049043.31049914.31050151.31050216.31050220,31050220,Protection of order and rescue forces,Protection of order and rescue forces
7,31048363.31049043.31049914.31050151.31050216.31050221,31050221,Protection of chain of evidence,Protection of chain of evidence
6,31048363.31049043.31049914.31050151.31050222,31050222,Ensure restoration and reparation,Ensure restoration and reparation
6,31048363.31049043.31049914.31050151.31050223,31050223,Security of nationals abroad,Security of nationals abroad
7,31048363.31049043.31049914.31050151.31050223.31050224,31050224,Protection of traffic areas,Protection of traffic areas
7,31048363.31049043.31049914.31050151.31050223.31050225,31050225,Collection of local data,Collection of local data
7,31048363.31049043.31049914.31050151.31050223.31050226,31050226,Lead evacuatin operations,Lead evacuatin operations
6,31048363.31049043.31049914.31050151.31050227,31050227,Lead operation for external security,Lead operation for external security
7,31048363.31049043.31049914.31050151.31050227.31049870,31049870,Humanitarian Operations,Humanitarian Operations
7,31048363.31049043.31049914.31050151.31050227.31050228,31050228,Evacuation Operations,Evacuation Operations
7,31048363.31049043.31049914.31050151.31050227.31050229,31050229,Conflict prevention/Peace keeping,Conflict prevention/Peace keeping
6,31048363.31049043.31049914.31050151.31050230,31050230,Contol of disarmament/ fight against proliferation,Contol of disarmament/ fight against proliferation
7,31048363.31049043.31049914.31050151.31050230.31050231,31050231,Ensure intelligence,Ensure intelligence
7,31048363.31049043.31049914.31050151.31050230.31050232,31050232,Area Surveillance,Area Surveillance
7,31048363.31049043.31049914.31050151.31050230.31050233,31050233,"Control and track of flows, substances and materia","Control and track of flows, substances and materials"
5,31048363.31049043.31049914.31050234,31050234,Policy and Support,Policy and Support
6,31048363.31049043.31049914.31050234.31049249,31049249,Training,Training
7,31048363.31049043.31049914.31050234.31049249.31050257,31050257,Operator training,Operator training
7,31048363.31049043.31049914.31050234.31049249.31050258,31050258,Population training,Population training
7,31048363.31049043.31049914.31050234.31049249.31050259,31050259,Leadership/managers training,Leadership/managers training
7,31048363.31049043.31049914.31050234.31049249.31050260,31050260,"Training Centres/facilities, e.g. airport training","Training Centres/facilities, e.g. airport training centres"
7,31048363.31049043.31049914.31050234.31049249.31050261,31050261,Training Development and evaluation,Training Development and evaluation
7,31048363.31049043.31049914.31050234.31049249.31050262,31050262,"Eventspecific training, e.g. hostage taking hijack","Eventspecific training, e.g. hostage taking hijacking, mine-awareness."
7,31048363.31049043.31049914.31050234.31049249.31050263,31050263,"Job and task specific training, e.g. Baggage and C","Job and task specific training, e.g. Baggage and Cargo screener training ."
7,31048363.31049043.31049914.31050234.31049249.31050264,31050264,Media training,Media training
6,31048363.31049043.31049914.31050234.31050235,31050235,Security Analysis,Security Analysis
7,31048363.31049043.31049914.31050234.31050235.31050236,31050236,"Policy, force development and balance of investmen","Policy, force development and balance of investment studies"
7,31048363.31049043.31049914.31050234.31050235.31050237,31050237,Combined operational effectiveness and investment,Combined operational effectiveness and investment appraisals
7,31048363.31049043.31049914.31050234.31050235.31050238,31050238,Platform and system concept studies,Platform and system concept studies
7,31048363.31049043.31049914.31050234.31050235.31050239,31050239,Scenario generation,Scenario generation
7,31048363.31049043.31049914.31050234.31050235.31050240,31050240,Other effectiveness and performance studies,Other effectiveness and performance studies
7,31048363.31049043.31049914.31050234.31050235.31050241,31050241,"Political & Cultural, ethical and religious analys","Political & Cultural, ethical and religious analysis"
7,31048363.31049043.31049914.31050234.31050235.31050242,31050242,Crisis management and Conflict Simulation,Crisis management and Conflict Simulation
7,31048363.31049043.31049914.31050234.31050235.31050243,31050243,Legal & Ethical constraints,Legal & Ethical constraints
7,31048363.31049043.31049914.31050234.31050235.31050244,31050244,Multinational and Inter-organisation analysis and,Multinational and Inter-organisation analysis and planning and operation
6,31048363.31049043.31049914.31050234.31050245,31050245,Miscellaneous Security Functions and Policy,Miscellaneous Security Functions and Policy
7,31048363.31049043.31049914.31050234.31050245.31050246,31050246,International Security & Counter Insurgency,International Security & Counter Insurgency
7,31048363.31049043.31049914.31050234.31050245.31050247,31050247,Non-proliferation,Non-proliferation
7,31048363.31049043.31049914.31050234.31050245.31050248,31050248,Hazard assessment,Hazard assessment
7,31048363.31049043.31049914.31050234.31050245.31050249,31050249,Distribution Logistics (e.g.maintaining distributi,Distribution Logistics (e.g.maintaining distribution logistics in cases of severe crises)
6,31048363.31049043.31049914.31050234.31050250,31050250,Human resources (HR) management for security perso,Human resources (HR) management for security personnel
7,31048363.31049043.31049914.31050234.31050250.31050251,31050251,Selection of personnel (e. g. Baggage and cargo sc,Selection of personnel (e. g. Baggage and cargo screener selection)
7,31048363.31049043.31049914.31050234.31050250.31050252,31050252,Licensing and Certification,Licensing and Certification
7,31048363.31049043.31049914.31050234.31050250.31050253,31050253,"Working practices, procedures and rules of engagem","Working practices, procedures and rules of engagement"
7,31048363.31049043.31049914.31050234.31050250.31050254,31050254,Staff management and working practices,Staff management and working practices
7,31048363.31049043.31049914.31050234.31050250.31050255,31050255,Team (Crew) Resource Management,Team (Crew) Resource Management
7,31048363.31049043.31049914.31050234.31050250.31050256,31050256,Knowledge management applied to Security issues,Knowledge management applied to Security issues
6,31048363.31049043.31049914.31050234.31050265,31050265,Scenario and decision simulation,Scenario and decision simulation
7,31048363.31049043.31049914.31050234.31050265.31050266,31050266,Human behaviour modelling and simulation,Human behaviour modelling and simulation
7,31048363.31049043.31049914.31050234.31050265.31050267,31050267,Simulation for decision making (real time simulati,Simulation for decision making (real time simulation)
7,31048363.31049043.31049914.31050234.31050265.31050268,31050268,Mission simulation,Mission simulation
