Tree Level,Tree Path,Id,Abbreviation,Description
6,31048363.31050734.31050735.31049346.31050749,31050749,Forestry biomass for energy production,Forestry biomass for energy production
6,31048363.31050734.31050735.31049346.31050750,31050750,Tropical forestry,Tropical forestry
6,31048363.31050734.31050735.31049346.31050751,31050751,Forest inventory,Forest inventory
7,31048363.31050734.31050735.31049346.31050751.31050752,31050752,Long-term forest monitoring,Long-term forest monitoring
6,31048363.31050734.31050735.31049346.31050753,31050753,Tree health,Tree health
6,31048363.31050734.31050735.31049346.31050754,31050754,Forest genetic resources,Forest genetic resources
6,31048363.31050734.31050735.31049346.31050755,31050755,Forest soils,Forest soils
6,31048363.31050734.31050735.31049346.31050756,31050756,Forest resilience,Forest resilience
7,31048363.31050734.31050735.31049346.31050756.31050757,31050757,Human impact and other stressors,Human impact and other stressors
5,31048363.31050734.31050735.31049860,31049860,Agriculture,Agriculture
6,31048363.31050734.31050735.31049860.31050736,31050736,"Agriculture related to crop production, soil biolo","Agriculture related to crop production, soil biology and cultivation, applied plant biology"
5,31048363.31050734.31050735.31050758,31050758,Fishery,Fishery
6,31048363.31050734.31050735.31050758.31048692,31048692,"Aquaculture, fisheries","Aquaculture, fisheries"
5,31048363.31050734.31050735.31050779,31050779,"Horticulture, viticulture","Horticulture, viticulture"
6,31048363.31050734.31050735.31050779.31050780,31050780,Fruit trees/crops,Fruit trees/crops
6,31048363.31050734.31050735.31050779.31050781,31050781,Glasshouse management,Glasshouse management
6,31048363.31050734.31050735.31050779.31050782,31050782,Open field horticulture,Open field horticulture
6,31048363.31050734.31050735.31050779.31050783,31050783,Ornamental plants,Ornamental plants
6,31048363.31050734.31050735.31050779.31050784,31050784,Protected horticulture,Protected horticulture
6,31048363.31050734.31050735.31050779.31050785,31050785,Hydroponics,Hydroponics
6,31048363.31050734.31050735.31050779.31050786,31050786,Vegetables,Vegetables
6,31048363.31050734.31050735.31050779.31050787,31050787,"Agriculture related to crop production, applied pl","Agriculture related to crop production, applied plant biology"
5,31048363.31050734.31050735.31050788,31050788,Agronomy,Agronomy
6,31048363.31050734.31050735.31050788.31048921,31048921,Plant growth,Plant growth
6,31048363.31050734.31050735.31050788.31048922,31048922,Plant nutrition,Plant nutrition
6,31048363.31050734.31050735.31050788.31048923,31048923,Plant water relations,Plant water relations
6,31048363.31050734.31050735.31050788.31050789,31050789,Agroindustry,Agroindustry
6,31048363.31050734.31050735.31050788.31050790,31050790,Agrobiodiversity,Agrobiodiversity
6,31048363.31050734.31050735.31050788.31050791,31050791,Agroecology,Agroecology
6,31048363.31050734.31050735.31050788.31050792,31050792,Agro-forestry,Agro-forestry
6,31048363.31050734.31050735.31050788.31050793,31050793,Food crops,Food crops
6,31048363.31050734.31050735.31050788.31050794,31050794,Feed crops,Feed crops
6,31048363.31050734.31050735.31050788.31050795,31050795,Fertilisation,Fertilisation
6,31048363.31050734.31050735.31050788.31050796,31050796,Crop rotations,Crop rotations
6,31048363.31050734.31050735.31050788.31050797,31050797,Ecological intensification,Ecological intensification
6,31048363.31050734.31050735.31050788.31050798,31050798,Farm machinery,Farm machinery
6,31048363.31050734.31050735.31050788.31050799,31050799,Field crops,Field crops
6,31048363.31050734.31050735.31050788.31050800,31050800,Forage crops,Forage crops
6,31048363.31050734.31050735.31050788.31050801,31050801,Grassland management,Grassland management
6,31048363.31050734.31050735.31050788.31050802,31050802,Industrial crops,Industrial crops
6,31048363.31050734.31050735.31050788.31050803,31050803,Irrigation management,Irrigation management
6,31048363.31050734.31050735.31050788.31050804,31050804,Legumes,Legumes
6,31048363.31050734.31050735.31050788.31050805,31050805,Medicinal plants,Medicinal plants
6,31048363.31050734.31050735.31050788.31050806,31050806,Oil plants,Oil plants
6,31048363.31050734.31050735.31050788.31050807,31050807,Organic farming,Organic farming
6,31048363.31050734.31050735.31050788.31050808,31050808,Plant breeding,Plant breeding
6,31048363.31050734.31050735.31050788.31050809,31050809,Plant cropping systems,Plant cropping systems
6,31048363.31050734.31050735.31050788.31050810,31050810,Precision agriculture,Precision agriculture
6,31048363.31050734.31050735.31050788.31050811,31050811,Soil improvement,Soil improvement
6,31048363.31050734.31050735.31050788.31050812,31050812,Sugar crops,Sugar crops
6,31048363.31050734.31050735.31050788.31050813,31050813,Temperate agriculture,Temperate agriculture
6,31048363.31050734.31050735.31050788.31050814,31050814,Textile plants,Textile plants
6,31048363.31050734.31050735.31050788.31050815,31050815,Tropical agriculture,Tropical agriculture
6,31048363.31050734.31050735.31050788.31050816,31050816,Urban agriculture,Urban agriculture
5,31048363.31050734.31050735.31050817,31050817,Plant breeding and plant protection,Plant breeding and plant protection
6,31048363.31050734.31050735.31050817.31048914,31048914,Plant pests,Plant pests
6,31048363.31050734.31050735.31050817.31050736,31050736,"Agriculture related to crop production, soil biolo","Agriculture related to crop production, soil biology and cultivation, applied plant biology"
6,31048363.31050734.31050735.31050817.31050818,31050818,Biological control,Biological control
6,31048363.31050734.31050735.31050817.31050819,31050819,Integrated pest management,Integrated pest management
6,31048363.31050734.31050735.31050817.31050820,31050820,Plant diseases,Plant diseases
6,31048363.31050734.31050735.31050817.31050821,31050821,Plant viruses,Plant viruses
6,31048363.31050734.31050735.31050817.31050822,31050822,Soilborne pests,Soilborne pests
6,31048363.31050734.31050735.31050817.31050823,31050823,Soilborne pathogens,Soilborne pathogens
6,31048363.31050734.31050735.31050817.31050824,31050824,Weeds,Weeds
4,31048363.31050734.31050825,31050825,Animal and Dairy science,Animal and Dairy science
5,31048363.31050734.31050825.31050826,31050826,Animal and dairy science,Animal and dairy science
6,31048363.31050734.31050825.31050826.31048931,31048931,Animal behaviour,Animal behaviour
6,31048363.31050734.31050825.31050826.31050827,31050827,"Agriculture related to animal husbandry, dairying,","Agriculture related to animal husbandry, dairying, livestock raising"
6,31048363.31050734.31050825.31050826.31050828,31050828,Zootechnics,Zootechnics
7,31048363.31050734.31050825.31050826.31050828.31050829,31050829,Animal breeding,Animal breeding
7,31048363.31050734.31050825.31050826.31050828.31050830,31050830,Animal nutrition,Animal nutrition
7,31048363.31050734.31050825.31050826.31050828.31050831,31050831,Animal welfare,Animal welfare
7,31048363.31050734.31050825.31050826.31050828.31050832,31050832,Animal housing,Animal housing
7,31048363.31050734.31050825.31050826.31050828.31050833,31050833,Animal transport,Animal transport
7,31048363.31050734.31050825.31050826.31050828.31050834,31050834,Apiculture,Apiculture
7,31048363.31050734.31050825.31050826.31050828.31050835,31050835,Aviculture,Aviculture
7,31048363.31050734.31050825.31050826.31050828.31050836,31050836,Bovidae,Bovidae
7,31048363.31050734.31050825.31050826.31050828.31050837,31050837,Camels,Camels
7,31048363.31050734.31050825.31050826.31050828.31050838,31050838,Dairy animals,Dairy animals
7,31048363.31050734.31050825.31050826.31050828.31050839,31050839,Equidae,Equidae
7,31048363.31050734.31050825.31050826.31050828.31050840,31050840,Feed additives,Feed additives
7,31048363.31050734.31050825.31050826.31050828.31050841,31050841,Feed contamination,Feed contamination
7,31048363.31050734.31050825.31050826.31050828.31050842,31050842,Feed products,Feed products
7,31048363.31050734.31050825.31050826.31050828.31050843,31050843,Rabbit breeding,Rabbit breeding
7,31048363.31050734.31050825.31050826.31050828.31050844,31050844,Pig breeding,Pig breeding
7,31048363.31050734.31050825.31050826.31050828.31050845,31050845,Poultry breeding,Poultry breeding
7,31048363.31050734.31050825.31050826.31050828.31050846,31050846,Sheep and goats breeding,Sheep and goats breeding
7,31048363.31050734.31050825.31050826.31050828.31050847,31050847,Sericulture,Sericulture
7,31048363.31050734.31050825.31050826.31050828.31050848,31050848,Wool producing animals,Wool producing animals
5,31048363.31050734.31050825.31050849,31050849,Husbandry,Husbandry
6,31048363.31050734.31050825.31050849.31050827,31050827,"Agriculture related to animal husbandry, dairying,","Agriculture related to animal husbandry, dairying, livestock raising"
5,31048363.31050734.31050825.31050850,31050850,Pets,Pets
4,31048363.31050734.31050851,31050851,Veterinary science,Veterinary science
5,31048363.31050734.31050851.31050852,31050852,Veterinary medicine,Veterinary medicine
6,31048363.31050734.31050851.31050852.31050853,31050853,Animal diagnostics,Animal diagnostics
6,31048363.31050734.31050851.31050852.31050854,31050854,Animal genetics,Animal genetics
6,31048363.31050734.31050851.31050852.31050855,31050855,Animal health,Animal health
6,31048363.31050734.31050851.31050852.31050856,31050856,Animal hygiene,Animal hygiene
6,31048363.31050734.31050851.31050852.31050857,31050857,Animal immunology,Animal immunology
6,31048363.31050734.31050851.31050852.31050858,31050858,Animal surgery,Animal surgery
6,31048363.31050734.31050851.31050852.31050859,31050859,Animal toxicology,Animal toxicology
6,31048363.31050734.31050851.31050852.31050860,31050860,Veterinary pharmacology,Veterinary pharmacology
6,31048363.31050734.31050851.31050852.31050861,31050861,Arthropod pathogens of animals,Arthropod pathogens of animals
6,31048363.31050734.31050851.31050852.31050862,31050862,Bacterial pathogens of animals,Bacterial pathogens of animals
6,31048363.31050734.31050851.31050852.31050863,31050863,Fungal pathogens of animals,Fungal pathogens of animals
6,31048363.31050734.31050851.31050852.31050864,31050864,Non-drug therapy of animals,Non-drug therapy of animals
6,31048363.31050734.31050851.31050852.31050865,31050865,Parasite pathogens of animals,Parasite pathogens of animals
6,31048363.31050734.31050851.31050852.31050866,31050866,Prion pathogens of animals,Prion pathogens of animals
6,31048363.31050734.31050851.31050852.31050867,31050867,Veterinary anaesthesiology,Veterinary anaesthesiology
6,31048363.31050734.31050851.31050852.31050868,31050868,Viral pathogens of animals,Viral pathogens of animals
6,31048363.31050734.31050851.31050852.31050869,31050869,Zoonosis,Zoonosis
7,31048363.31050734.31050851.31050852.31050869.31050870,31050870,Plant protection,Plant protection
6,31048363.31050734.31050851.31050852.31050871,31050871,Laboratory animal science,Laboratory animal science
4,31048363.31050734.31050872,31050872,Agricultural biotechnology,Agricultural biotechnology
5,31048363.31050734.31050872.31050873,31050873,Agricultural biotechnology and food biotechnology,Agricultural biotechnology and food biotechnology
6,31048363.31050734.31050872.31050873.31049031,31049031,"Applied genetic engineering, transgenic organisms,","Applied genetic engineering, transgenic organisms, recombinant proteins, biosensors"
7,31048363.31050734.31050872.31050873.31049031.31048477,31048477,"Applied biotechnology (non-medical), bioreactors,","Applied biotechnology (non-medical), bioreactors, applied microbiology"
5,31048363.31050734.31050872.31050874,31050874,"GM technology (crops and livestock), livestock clo","GM technology (crops and livestock), livestock cloning, marker assisted selection, diagnostics (DNA chips and biosensing devices for the early/accurate detection of diseases) biomass feedstock production technologies, biopharming"
6,31048363.31050734.31050872.31050874.31048874,31048874,Plant genetics,Plant genetics
7,31048363.31050734.31050872.31050874.31048874.31048876,31048876,Genetic mapping,Genetic mapping
7,31048363.31050734.31050872.31050874.31048874.31050876,31050876,GM technologies,GM technologies
7,31048363.31050734.31050872.31050874.31048874.31050877,31050877,Marker assisted selection,Marker assisted selection
7,31048363.31050734.31050872.31050874.31048874.31050878,31050878,Plant genetic resources,Plant genetic resources
7,31048363.31050734.31050872.31050874.31048874.31050879,31050879,Plant genomics,Plant genomics
6,31048363.31050734.31050872.31050874.31050854,31050854,Animal genetics,Animal genetics
7,31048363.31050734.31050872.31050874.31050854.31048876,31048876,Genetic mapping,Genetic mapping
7,31048363.31050734.31050872.31050874.31050854.31050305,31050305,DNA therapy,DNA therapy
7,31048363.31050734.31050872.31050874.31050854.31050880,31050880,Animal genetic resources,Animal genetic resources
7,31048363.31050734.31050872.31050874.31050854.31050881,31050881,Livestock cloning,Livestock cloning
6,31048363.31050734.31050872.31050874.31050875,31050875,Plant biotechnology,Plant biotechnology
4,31048363.31050734.31050882,31050882,Other agricultural sciences,Other agricultural sciences
5,31048363.31050734.31050882.31050883,31050883,Agricultural engineering,Agricultural engineering
6,31048363.31050734.31050882.31050883.31050884,31050884,Farm equipment,Farm equipment
6,31048363.31050734.31050882.31050883.31050885,31050885,Animal feeding equipment,Animal feeding equipment
